conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.79E+23,Mon May 27 08:47:41 +0000 2024,0,@IrawanRommi Kok dipecah2 gitu sih? Emangnya pendukungnya mau bayar pajak full gausah dibebankan kepada yang bukan pendukungnya bisa ga? Bayar pajak KHUSUS pendukungnya. Nah biar adil. Keknya Prabowo ini cuma presiden pendukungnya aja bukan presiden Indonesia selanjutnya.,1.80E+23,,IrawanRommi,in,,0,0,0,https://x.com/BursaBetResmi/status/1795013998171042206,1.77E+23,BursaBetResmi
1.79E+23,Mon May 27 04:00:09 +0000 2024,1,@simethidrink @RodriChen Seks bebas kalo beli kondom/pelumas sama sewa hotel kan kena pajak. PSK juga kalo dapet duit masuknya jadi pendapatan dan kena pajak. Hayo masa mau dipidana ya gak adil dong padahal termasuk penyumbang pajak.,1.79E+23,,Carbaroxabane,in,,0,0,0,https://x.com/dikignwn/status/1794941636340076633,469130979,dikignwn
1.79E+22,Mon May 27 01:22:53 +0000 2024,2,@mdrfhyt setidaknya bakal ada relokasi anggaran yang lebih adil hapus proyek2 mercusuar pajak yang lebih progresif,1.79E+22,,mdrfhyt,in,,0,0,0,https://x.com/05913e7fec97465/status/1794902059030102505,2444069263,05913e7fec97465
1.79E+23,Sun May 26 03:12:36 +0000 2024,0,ADIL KAN???? Bantu ringankan biaya pendidikan kami sekarang nanti setelah kami dapat kerja silahkan ambil sebagian dari penghasilan kami lewat pajak.,1.79E+23,,,in,"Ionia Nisia, Greece",0,0,0,https://x.com/Pemerintah_IDN/status/1794567282175467668,7.79E+22,Pemerintah_IDN
1.79E+23,Sat May 25 20:00:22 +0000 2024,1,@kegblgnunfaedh Keadilan hrs berjiwa manusiawi kualitas pangkat bukan uraian justru yg mkn gaji pemerintah wajar di copot dan ikuti aturan UUD gaji kalian pajak dari rakyat hukum harus tegas &amp; adil harap telusuri keadilan ini. Geng motor hrs segera stop pemeriksaan keamanan setiap daerah wajib..,1.79E+23,,kegblgnunfaedh,in,,0,0,1,https://x.com/MemedJoely5/status/1794458508110536742,1.48E+23,MemedJoely5
1.79E+23,Sat May 25 09:45:52 +0000 2024,0,@agnessintiaa Kebijakan pajak yang adil meningkatkan penerimaan negara tanpa memberatkan masyarakat.,1.79E+22,,agnessintiaa,in,,0,0,0,https://x.com/febri_rius66/status/1794303863618719987,1.69E+23,febri_rius66
1.79E+23,Sat May 25 07:02:44 +0000 2024,0,@EdySularno96489 Terima kasih kau buat rakyat makmur adil aman sentosa walau semua naik pajak BBM naik kuliah naik tambang di jarah kami rela asal pejabat senang kami sengsara,1.79E+23,,EdySularno96489,in,,0,0,0,https://x.com/devcepi60/status/1794262811461538259,8.06E+22,devcepi60
1.79E+23,Sat May 25 04:39:23 +0000 2024,0,@bne_w @kyoongswife @SonyAndrio @kekocakandunia Eeeh lord LBP .malahan keluar statement untuk menaikkan pajak motor agar bisa subsidi hutang Kereta cepat whoosh. Negara yang hutang..si lord negosiator nya dpt fee.. whoosh cuma trip JKT bdg. Rakyat di luar JKT BDG. suruh ikutan bayar pajak utk hutang whoosh jg gak adil bngt,1.79E+23,,bne_w,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/limwhyu/status/1794226735594295383,2885235986,limwhyu
1.79E+23,Fri May 24 22:54:26 +0000 2024,0,@Fahrihamzah Betul Pa dengan menaikkan seluruh kebutuhan pokok menaikkan pajak biaya UKT mahal dll... dll.... merata seluruh Indonesia secara adil,1.79E+23,,Fahrihamzah,in,,0,0,0,https://x.com/MTaufik4321/status/1794139927221080100,1.49E+23,MTaufik4321
1.79E+23,Sat May 11 10:42:42 +0000 2024,2,@ardisatriawan Yang bayar pajak yang 02 02 aja harusnya kalo gitu wkakak,1.79E+23,,ardisatriawan,in,,0,0,0,https://x.com/danmakmur/status/1789244736190189996,1029644305,danmakmur
1.79E+22,Sat May 11 10:01:56 +0000 2024,0,@mas_veel KALO GITU LU SURUH 02 JGN NAGIH PAJAK KE KITE2 INI YG GK MILIH DIA KAN KATANYA CUMA LU2 PADA YG MILIH YG BOLEH NAGIH JANJI. GITU BIAR ADIL GIMANA?,1.79E+23,,mas_veel,in,,0,0,0,https://x.com/law4npenipu4n/status/1789234476205384010,1.70E+22,law4npenipu4n
1.79E+22,Sat May 11 05:39:45 +0000 2024,0,@mas_veel Ya udah biar adil kalau gk boleh ikut nagih janji bebaskan pajak buat yg gk ikut milih gimana ?,1.79E+23,,mas_veel,in,,0,0,0,https://x.com/RantyCapung/status/1789168498029342976,3190507692,RantyCapung
1.79E+23,Sat May 11 05:12:08 +0000 2024,1,@S4N_W1B1 Kalau gk mau dikritik rakyat gk mau bayar pajak gimana adil nggak.,1.79E+23,,S4N_W1B1,in,Sidoarjo,0,0,1,https://x.com/gempolgrow25320/status/1789161548595998927,1.75E+23,gempolgrow25320
1.79E+23,Fri May 10 12:39:14 +0000 2024,0,@kompascom Kalau gitu jgn ambil gaji dari rakyat jgn pungut pajak rakyat mau enggak lu presiden tanpa gaji layani masyarakat sukarela kamipun tak usah ganggu kalian bekerja biar adil pake aja duit sendiri mengurus negara ini,1.79E+23,,kompascom,in,,0,0,0,https://x.com/HarhapShad24043/status/1788911674881380516,1.74E+23,HarhapShad24043
1.79E+23,Fri May 10 10:28:01 +0000 2024,0,@Adiprayitno_20 Udah warung Madura dibiarkan aja berkembang secara alami TAPI HARUS BYR PAJAK biar ADIL!,1.79E+23,,Adiprayitno_20,in,"Tangerang, Indonesia",0,0,0,https://x.com/LiePranowo/status/1788878651880288429,1.37E+22,LiePranowo
1.79E+23,Fri May 10 05:29:33 +0000 2024,1,@YawanMul23956 @Boediantar4 @Mriyusekali Setuju banget ...tak usah bayar pajak lah tapi kompak jangan cuma 1.2..3...4... bayar pajak siaa sia hanya buat hura hura pejabat nya saja ...,1.79E+22,,YawanMul23956,in,Jakarta Raya,0,0,0,https://x.com/adil_santoz/status/1788803542955999721,1.52E+23,adil_santoz
1.79E+23,Fri May 10 00:12:47 +0000 2024,0,@ebe_ganzo @kresbung @BinmasGresik11 @DivHumas_Polri @ListyoSigitP @ahriesonta @KaredokLeunca__ Buat aparat sadarlah kalian digaji dari uang pajak rakyat dan rakyat yg membayar pajak bukan cuman muslim. Jadi harapan kami bersikap adil lah kalian. Jika ada pengganggu segera diproses tidak ada mediasi karena mereka sudah melanggar hukum.,1.79E+23,,ebe_ganzo,in,,0,0,0,https://x.com/inong911/status/1788723825544446406,3367645213,inong911
1.79E+23,Thu May 09 19:27:13 +0000 2024,0,@ebe_ganzo @Miduk17 @DivHumas_Polri @ListyoSigitP @korlantasid @cctv_lampumerah @TMCPoldaMetro @Aryprasetyo85 @__AnakKolong @Anak__Ogi @NgkongRoses @hasyimmah @KaredokLeunca__ Udah bayar pajak mahal-mahal kok masih digangguin gini ANGKOT88? Gak adil banget! #Ajarin,1.79E+23,,ebe_ganzo,in,,0,0,0,https://x.com/HnhV412925/status/1788651959484022888,1.78E+23,HnhV412925
1.79E+23,Thu May 09 18:50:24 +0000 2024,0,@MulkisPohan sungguh tidak adil.. katanya pinter statement nya kok gini? emg pajak cmn dilihat dr pajak kendaraan? bea parkir pajak restoran pajak hotel ppn pph dll sungguh picik klo menilai dr 1 opsi dr 1000macam yg ada,1.79E+23,,MulkisPohan,in,,0,0,0,https://x.com/ZyxthsKyzke/status/1788642696455913861,1.29E+23,ZyxthsKyzke
1.79E+23,Thu May 09 11:53:08 +0000 2024,0,Kamu mungkin yg menikmati bansos..?? sy tdk menikmati justru sy bayar pajak besar . Bukanya bansos itu pakai uang negara anggran besar .?dan 1 hal jokowi jd persiden digaji bsr oleh Negara fasilitas gratis smpai keanak cucuknya.tugasnya menyejahterakan rkytnya/adil dan lainnya.,1.79E+23,,,in,,0,0,0,https://x.com/MissKirenkepo/status/1788537684388168008,1.20E+23,MissKirenkepo
1.79E+23,Thu May 09 01:57:07 +0000 2024,0,@MulkisPohan Kalau rakyat dikasih contoh oleh penguasa yang taat aturan berapapun rakyat harus bayar pajak pasti rakyat ngikut aturan kalau uang pajak dikorupsi pelayana super ribet kebijakan yang tak adil.... Bisakah rakyat menuntut pemerintah bagi mereka pejabat korupsi dipotong lehernya,1.79E+23,,MulkisPohan,in,,0,0,0,https://x.com/AbahAdib50892/status/1788387695800303720,1.75E+23,AbahAdib50892
1.79E+23,Wed May 08 20:50:12 +0000 2024,0,@DavidWijaya82 @NyaiNeneng Bagi dia itu debu nano partikel. Tapi semestinya bukan soal angkanya tapi apa itu adil &amp; benar?? Pajak yg dibayar melalui PPN PPn BM retribusi airport dll.. Masih kurang????,1.79E+23,,DavidWijaya82,in,,0,0,0,https://x.com/RadenSalaka/status/1788310455297220957,1.78E+23,RadenSalaka
1.79E+23,Wed May 08 19:29:16 +0000 2024,0,@yusuf_adiel @Dems_hehe @kegblgnunfaedh hasil kemerdekaan dri para penjajah di mana negara penjajah semakin makmur maju adil&amp;sejahtera rakyatnya sementara negara yg dulunya di jajah ttp saja terjajah? mirisnya di jajah oleh sodaranya sendiri ini azab/kutukan? akun x sy kena shadow band setelah up RUU perampasan aset,1.79E+23,,yusuf_adiel,in,"Blora, Indonesia",0,0,0,https://x.com/pemburupendusta/status/1788290089443008782,1.55E+22,pemburupendusta
1.79E+23,Wed May 08 12:47:59 +0000 2024,0,@adarwis Rumah pejabatnya mewah wah gpp kn bagus kan dari uang pajak rakyat yg tolol goblok dan tidak mau menerima perubahan mau ngeluh mau merasa tidak adil ya percuma Pejabat yg sejahtera itu lahir dari masyarakat yg bodoh.,1.79E+23,,adarwis,in,,0,1,0,https://x.com/Camper_vicky/status/1788189102963319230,1316285864,Camper_vicky
1.79E+23,Wed May 08 07:59:38 +0000 2024,0,@ARSIPAJA Liat noh duit pajak lu pada dijadiin mainan sama orang tolol,1.79E+23,,ARSIPAJA,in,,0,0,2,https://x.com/danmakmur/status/1788116535133057489,1029644305,danmakmur
1.79E+23,Wed May 01 02:01:05 +0000 2024,0,Ini pemikiran yg paling rendah...nasi bungkus lawan tembakan ada peluru..yah kagak adil lah...lawan yg sepadan donk..kagak ada akal comment buzzer bayaran.wkkk..btw itu senjata Dari pajak...,1.79E+23,,,in,"Denpasar Selatan, Indonesia",0,0,0,https://x.com/DwiAyutitiLest1/status/1785489587240120482,8.80E+21,DwiAyutitiLest1
1.78E+23,Wed May 01 01:23:18 +0000 2024,0,@RadioElshinta Lebih negara jadikan Rakyat yg tak sekolah tapi tahu Aturan dan moral. Etikanya di pakai dari pada pakai skolah tinggi² yg katanya org pinter yg di bayar dari pajak Rakyat malah menyusahkan Rakyat kecil,1.79E+23,,RadioElshinta,in,Jakarta Raya,0,0,0,https://x.com/adil_santoz/status/1785480078975176799,1.52E+23,adil_santoz
1.79E+23,Wed May 01 01:00:23 +0000 2024,3,Gubernur Umaiyyah Hajjaj mengumumkan Permintaan para pimpinan Brahmanabad mengenai bangunan Buddha dan tempat suci lainnya dan tenggang rasa dalam hal keagamaan adalah adil dan masuk akal. Saya tiadak melihat hak lebih lanjut yang kita miliki atas diri mereka selain pajak https://t.co/imRFajZT8k,1.79E+23,https://pbs.twimg.com/media/GMdHbNtaQAAX3-5.jpg,ybaindonesia,in,Indonesia Raya,0,0,1,https://x.com/ybaindonesia/status/1785474313862479903,1.48E+23,ybaindonesia
1.79E+23,Tue Apr 30 13:53:55 +0000 2024,9,@_L0KA Nah itu salah satu alesannya. Jd meskipun tu mahasiswa sehari dpt penghasilan 10jt jg tetep yg diliat penghasilan ortu : . Pernah ada rame soal selegram/tktok dll yg penghasilan nya min berapa dikenain pajak. Tp pada nolak katanya gak adil. Tp mereka sendiri ambil hak orglain:',1.79E+23,,_L0KA,in,She/her,0,0,0,https://x.com/pandachipan/status/1785306589932781760,1.08E+23,pandachipan
1.79E+23,Tue Apr 30 11:40:52 +0000 2024,2,Urus jagung dgn biaya gede gagal total Saya ga yakin mampu wujutin makan gratis dgn adil dan merata. Mikirin dananya dr mana aj bingung ga karuan Pajak naik Subsidi dipangkas Biaya pendidikan BOS disunat Bansos berkurang Bakal kena prank Bocor...bocor...,1.79E+23,,,in,indonesia,0,0,0,https://x.com/8_FERRY_8/status/1785273107571458399,2696877306,8_FERRY_8
1.79E+22,Tue Apr 30 11:38:21 +0000 2024,7,@notjustcahya @medyrenaldy_ @evandwizra Rasanya ga adil. Analogi sama-sama ga asuransi. Misal beli sketchers di luar negeri. Berat ga sampai sekilo kena pajak sesuai harga. Dicek harganya. Kalo ga sesuai malah dpt denda. Iya kan? Kalo hilang diganti sesuai berat 500g bukan sesuai harga barang. Kenapa ga dicek aja,1.79E+23,,notjustcahya,in,"Bali, Indonesia",0,8,0,https://x.com/hafizha_anisa/status/1785272476433584519,1.18E+23,hafizha_anisa
1.79E+23,Tue Apr 30 11:08:25 +0000 2024,27,Pajak rakyat buat gaji sampah kayak dia. Udah mesum curang/ga adil lagi,1.79E+23,,,in,,1,0,8,https://x.com/ronavioleta/status/1785264940405993595,485385284,ronavioleta
1.78E+23,Tue Apr 30 01:59:55 +0000 2024,1,@aparatur_spill Kalo ga dipungut pajak bea masuk yg untung ya china dong pak. Pabrik2 disana kita cuma konsumen. Saya masih bingung ga adil gimana kena bea masuk,1.79E+23,,aparatur_spill,in,,0,2,0,https://x.com/bernekelbhoi/status/1785126906263982554,1.46E+23,bernekelbhoi
1.78E+23,Tue Apr 30 01:13:04 +0000 2024,1,@ViralVideoJambi @hnurwahid @FPKSDPRRI Misal cuma ngambil untung Rp.50 mau dipajakin brp? Bandingkan dgn oligarki untung M sampai T malah dapat diskon atau bebas pajak adil?,1.79E+23,,ViralVideoJambi,in,,0,0,0,https://x.com/akuy_reborn/status/1785115118436835531,1.60E+23,akuy_reborn
1.78E+23,Mon Apr 29 12:25:29 +0000 2024,0,@niwseir Yg dimasalahkan netijen 1. Distribusi kipk blm 100% adil dan merata 2. Gak ada yg nglarang penerima kipk nasibnya berubah tp kalo sdh jd lbh sejahtera sebaiknya segera mengundurkan diri. Kan gak lucu dia flexing kemewahan tp kuliah dibiayain pajak.,1.78E+23,,niwseir,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/haraudibarkah/status/1784921948000301426,1.43E+23,haraudibarkah
1.78E+22,Sun Apr 28 15:34:20 +0000 2024,0,@ILCTalkshow Bersatu untuk apa? Rakyat butuh lapangan pekerjaan yang cukup. Rakyat butuh harga-harga kebutuhan murah. Rakyat butuh hukum yang adil. Rakyat butuh sekolah dengan biaya murah. Pajak rakyat terlalu besar di ambil pemerintah.,1.78E+23,,ILCTalkshow,in,,0,0,0,https://x.com/danu64283274/status/1784607087655624981,1.24E+23,danu64283274
1.78E+23,Sun Apr 28 13:38:01 +0000 2024,0,@zeropiano92 @_BungAmar @kegblgnunfaedh @medyrenaldy_ Adil gak sih kalau ente beli harley + pajak lain2 pas pajak tahunan mati dibilang gak bayar pajak dimasukin berita. Padahal pajak yg dibayarkan diawal udah bisa bayar pajak tahunan motor mio/vario selama 10 tahun kedepan .,1.78E+23,,MayaSaovivan,in,"Serpong, Indonesia",0,2,0,https://x.com/MayaSaovivan/status/1784577814207021526,76181063,MayaSaovivan
1.78E+23,Sun Apr 28 13:22:53 +0000 2024,0,@shandy_sulaeman Kebijakan pajak yang adil meningkatkan penerimaan negara tanpa memberatkan masyarakat.,1.78E+23,,shandy_sulaeman,in,,0,0,0,https://x.com/purnomo_sfl766/status/1784574007154757943,1.70E+23,purnomo_sfl766
1.78E+23,Sun Apr 28 09:43:56 +0000 2024,2,@satriapranata menetapkan pajak tinggi : dirujak netizen. menetapkan pajak rendah : disangka fraud oleh atasan. menjadi adil tidaklah gampang seadiladilnya langkah kita tetap dianggap tidak adil oleh pihak lain ( yang berkepentingan ),1.78E+23,,satriapranata,in,where the wind blows,0,1,0,https://x.com/HTiowardana/status/1784518906918670787,3270517921,HTiowardana
1.78E+23,Sun Apr 28 07:20:40 +0000 2024,1,Jangan KOLUSI KORUPSI NEPOTISME. satu lagi pajak yang adil. Yakali orang kaya dikasih tax amnesty yang menengah kebawah pajaknya bisa lebih mahal dari harga barangnya. Ya ngerti sih demi cuan. Tapi kaaan Dua itu tuh cukup banget. Berani nggak? @prastow,1.78E+23,,,in,,0,0,0,https://x.com/kiiirifki/status/1784482853230895223,2232733604,kiiirifki
1.78E+23,Sun Apr 28 07:17:05 +0000 2024,0,@ardisatriawan masih ngandalin pajak yang distribusinya tidak adil saja kok pengen jadi negara maju gombale mukiyo lah.,1.78E+23,,ardisatriawan,in,,0,0,0,https://x.com/joejack40/status/1784481947563241490,7.50E+22,joejack40
1.78E+23,Sun Apr 28 05:39:55 +0000 2024,0,@prastow @merfans @meleysclaw Klise berdalih kalau perbaikan menjadi tanggung jawab bersama tweet ini sudah menunjukkan seberapa tipisnya kepedulian untuk terus meningkatkan kualitas pelayanan pajak dan bea cukai secara adil dan merata,1.78E+23,,prastow,in,"Medan, North Sumatera",0,0,0,https://x.com/AaronYodo/status/1784457497073639526,820819802,AaronYodo
1.78E+23,Sun Apr 28 04:31:42 +0000 2024,2,@AbdHali59646742 Nikmatilah Kemenangnmu bhs Halus semua di pajak.. Rakyat kecil di pajak pejabat aparat gratis.. Hidupnya di biaya hasil mungut Pajak Rakyat.. Sama saja kategori Preman kah . Karena sama saja memalak.,1.78E+23,,AbdHali59646742,in,Jakarta Raya,0,0,0,https://x.com/adil_santoz/status/1784440328482959429,1.52E+23,adil_santoz
1.78E+23,Sun Apr 28 04:30:24 +0000 2024,0,@Naz_lira Demokrasi ala2 monarki yg berubah nama aja.. kalo dapet raja yg adil dan bijaksana maka rakyat sejahtera kalo dapet model Mukidi ya pejabat dan bangsawan yg sejahtera.. rakyat cm JD mesin ATM mereka buat dimintai pajak nya..,1.78E+23,,Naz_lira,in,Karawang,0,0,0,https://x.com/firmanholiky/status/1784440002044457352,112363678,firmanholiky
1.78E+23,Sun Apr 28 04:23:07 +0000 2024,0,Setuju banget ini. Hanya saja kejahatan berkerah n berdasi ini biasanya ada 2 pihak. Ya biasanya maen pihak wajib pajak n becuk &amp; pajack. Malah lbh banyak dari wajib pajacknya sendiri yg malsuin dokumen. Saya setuju2 aja hukuman mati hny saja kdu adil,1.78E+23,,,in,"East Java, Indonesia",0,0,0,https://x.com/hanggers/status/1784438171075502543,411190130,hanggers
1.78E+23,Sun Apr 28 04:03:17 +0000 2024,0,@koskosangalau @kegblgnunfaedh @medyrenaldy_ Pajak tinggi bikin rakyat susah! ANGKOT88 setuju bea cukai harus lebih adil!,1.78E+23,,koskosangalau,in,,0,0,0,https://x.com/thuy_nguyen7164/status/1784433179748933812,1647396451,thuy_nguyen7164
